User ID,User Name,Age Group,Age,Gender,Height (cm),Weight (kg),Body Fat Percentage,Daily Caloric Intake,Workout Type,Workout Duration (min),Weekly Exercise Frequency,Sleep Hours,Goal,Progress,Mood,Hydration
4983,User_4983,56+ (Seniors),60,Female,151,64,26.1,1909,Pilates,90,3,9,Muscle Gain,Average (50%-69%),Relaxed,Low (<2L)
7660,User_7660,18-25 (Young Adults),18,Non-binary,154,62,24.3,2844,Zumba,67,4,9,Increase Flexibility,Poor (0%-29%),Confident,High (>3L)
3285,User_3285,56+ (Seniors),64,Female,186,90,11.4,3143,Swimming,44,5,7,Increase Flexibility,Poor (0%-29%),Tired,High (>3L)
6125,User_6125,36-45 (Mid-Aged Adults),38,Non-binary,168,74,32.5,2441,Weight Training,67,5,10,Muscle Gain,Good (70%-89%),Relaxed,Moderate (2L-3L)
4287,User_4287,18-25 (Young Adults),23,Female,187,53,37.8,3086,Running,89,3,8,Maintain Weight,Average (50%-69%),Happy,Moderate (2L-3L)
3544,User_3544,26-35 (Adults),31,Non-binary,151,67,33.2,2262,HIIT,70,5,7,Muscle Gain,Average (50%-69%),Focused,Low (<2L)
4375,User_4375,46-55 (Older Adults),46,Non-binary,176,57,27.2,2436,Swimming,55,7,9,Weight Loss,Poor (0%-29%),Stressed,Low (<2L)
8468,User_8468,36-45 (Mid-Aged Adults),45,Non-binary,181,88,39.4,2465,Walking,66,4,7,Increase Flexibility,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
1520,User_1520,26-35 (Adults),29,Male,188,71,28.1,2775,Walking,25,7,6,Maintain Weight,Poor (0%-29%),Unmotivated,High (>3L)
6910,User_6910,56+ (Seniors),58,Female,177,115,17.7,2736,Running,68,6,9,Weight Loss,Poor (0%-29%),Bored,High (>3L)
2814,User_2814,18-25 (Young Adults),24,Female,158,117,35.2,3058,Crossfit,64,6,9,Increase Flexibility,Excellent (90%-100%),Focused,High (>3L)
3447,User_3447,46-55 (Older Adults),54,Female,174,53,16.0,3404,Pilates,78,6,8,Increase Flexibility,Needs Improvement (30%-49%),Energized,High (>3L)
5715,User_5715,26-35 (Adults),33,Female,150,52,38.4,3117,Yoga,47,3,10,Increase Flexibility,Excellent (90%-100%),Motivated,High (>3L)
3699,User_3699,36-45 (Mid-Aged Adults),43,Female,167,70,34.2,1923,Pilates,21,4,8,Muscle Gain,Needs Improvement (30%-49%),Bored,Moderate (2L-3L)
5415,User_5415,46-55 (Older Adults),49,Female,169,58,26.4,3008,Zumba,40,4,7,Maintain Weight,Excellent (90%-100%),Unmotivated,High (>3L)
7749,User_7749,56+ (Seniors),61,Female,189,84,19.6,3260,Walking,35,7,8,Weight Loss,Needs Improvement (30%-49%),Relaxed,Low (<2L)
7400,User_7400,36-45 (Mid-Aged Adults),38,Female,167,59,34.7,1935,Cycling,65,7,10,Weight Loss,Poor (0%-29%),Motivated,Low (<2L)
7576,User_7576,56+ (Seniors),60,Non-binary,165,46,12.1,2971,Crossfit,52,5,6,Muscle Gain,Average (50%-69%),Stressed,Low (<2L)
9105,User_9105,46-55 (Older Adults),53,Female,158,70,12.1,3258,Yoga,44,3,7,Increase Flexibility,Average (50%-69%),Stressed,Low (<2L)
4408,User_4408,46-55 (Older Adults),52,Female,157,70,31.8,2239,Walking,73,3,6,Maintain Weight,Excellent (90%-100%),Tired,High (>3L)
7336,User_7336,18-25 (Young Adults),25,Non-binary,151,46,21.1,1931,Swimming,47,6,7,Muscle Gain,Poor (0%-29%),Energized,Low (<2L)
3726,User_3726,56+ (Seniors),62,Male,175,93,17.9,3145,Swimming,68,4,7,Muscle Gain,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
8776,User_8776,36-45 (Mid-Aged Adults),39,Non-binary,169,66,18.2,2329,Swimming,60,6,8,Maintain Weight,Excellent (90%-100%),Motivated,Moderate (2L-3L)
2073,User_2073,56+ (Seniors),63,Non-binary,172,84,12.5,1956,Running,85,5,8,Maintain Weight,Needs Improvement (30%-49%),Focused,Low (<2L)
3247,User_3247,56+ (Seniors),59,Non-binary,177,81,20.8,2771,Weight Training,30,4,7,Weight Loss,Poor (0%-29%),Bored,Low (<2L)
1797,User_1797,18-25 (Young Adults),24,Male,157,76,14.2,2989,Yoga,67,7,10,Muscle Gain,Excellent (90%-100%),Unmotivated,Moderate (2L-3L)
4209,User_4209,56+ (Seniors),64,Male,190,73,31.0,2115,Running,75,7,7,Maintain Weight,Poor (0%-29%),Energized,High (>3L)
6576,User_6576,36-45 (Mid-Aged Adults),37,Male,157,91,33.9,1878,Swimming,51,5,6,Maintain Weight,Average (50%-69%),Stressed,Moderate (2L-3L)
9598,User_9598,36-45 (Mid-Aged Adults),37,Non-binary,178,88,21.8,2141,Weight Training,26,7,8,Weight Loss,Poor (0%-29%),Relaxed,Low (<2L)
6315,User_6315,36-45 (Mid-Aged Adults),45,Non-binary,161,117,11.8,2034,Running,62,7,6,Increase Flexibility,Poor (0%-29%),Motivated,Moderate (2L-3L)
9284,User_9284,26-35 (Adults),32,Male,184,59,34.1,3306,Pilates,66,5,6,Increase Flexibility,Excellent (90%-100%),Unmotivated,Low (<2L)
6513,User_6513,18-25 (Young Adults),18,Non-binary,166,96,10.0,1939,Weight Training,79,5,10,Maintain Weight,Good (70%-89%),Stressed,High (>3L)
8129,User_8129,46-55 (Older Adults),50,Male,186,45,36.4,3237,Running,29,7,10,Increase Flexibility,Average (50%-69%),Tired,High (>3L)
1319,User_1319,56+ (Seniors),64,Non-binary,166,70,36.4,2062,Weight Training,70,6,7,Maintain Weight,Excellent (90%-100%),Stressed,Moderate (2L-3L)
9882,User_9882,18-25 (Young Adults),19,Male,164,84,26.5,1966,Running,61,3,9,Weight Loss,Excellent (90%-100%),Tired,High (>3L)
5476,User_5476,36-45 (Mid-Aged Adults),38,Female,175,45,27.2,2143,HIIT,35,4,9,Increase Flexibility,Excellent (90%-100%),Motivated,Low (<2L)
3110,User_3110,36-45 (Mid-Aged Adults),40,Male,157,51,30.6,3018,Weight Training,56,4,6,Increase Flexibility,Average (50%-69%),Stressed,Moderate (2L-3L)
8562,User_8562,46-55 (Older Adults),51,Non-binary,167,103,17.1,2746,Walking,67,3,6,Maintain Weight,Average (50%-69%),Motivated,Low (<2L)
7948,User_7948,26-35 (Adults),35,Female,156,112,13.3,2483,Pilates,48,6,9,Maintain Weight,Average (50%-69%),Happy,Low (<2L)
6677,User_6677,56+ (Seniors),56,Male,168,90,23.1,3337,Walking,27,5,7,Maintain Weight,Good (70%-89%),Bored,Moderate (2L-3L)
6908,User_6908,46-55 (Older Adults),54,Female,170,46,27.4,1952,Cycling,42,4,9,Weight Loss,Average (50%-69%),Bored,High (>3L)
2609,User_2609,18-25 (Young Adults),22,Male,165,84,39.9,3395,Weight Training,72,4,8,Muscle Gain,Excellent (90%-100%),Bored,Moderate (2L-3L)
3713,User_3713,46-55 (Older Adults),49,Male,182,45,20.2,2086,Crossfit,39,3,7,Increase Flexibility,Good (70%-89%),Happy,Moderate (2L-3L)
7682,User_7682,46-55 (Older Adults),52,Male,165,78,14.9,2676,Yoga,86,7,8,Increase Flexibility,Good (70%-89%),Happy,Moderate (2L-3L)
5066,User_5066,46-55 (Older Adults),47,Female,158,50,30.3,2348,Swimming,40,7,10,Weight Loss,Average (50%-69%),Energized,Low (<2L)
5346,User_5346,36-45 (Mid-Aged Adults),45,Male,151,105,24.4,2745,Walking,29,7,6,Increase Flexibility,Good (70%-89%),Focused,Moderate (2L-3L)
2908,User_2908,46-55 (Older Adults),52,Non-binary,177,80,33.7,3463,Weight Training,38,6,10,Muscle Gain,Poor (0%-29%),Bored,High (>3L)
2508,User_2508,46-55 (Older Adults),54,Non-binary,152,77,28.0,1838,Swimming,40,7,6,Maintain Weight,Good (70%-89%),Energized,Low (<2L)
8727,User_8727,26-35 (Adults),35,Male,181,107,29.9,2319,Crossfit,87,7,10,Increase Flexibility,Poor (0%-29%),Focused,Moderate (2L-3L)
9226,User_9226,46-55 (Older Adults),49,Male,160,74,11.1,1837,Cycling,42,6,7,Maintain Weight,Excellent (90%-100%),Unmotivated,High (>3L)
4026,User_4026,18-25 (Young Adults),24,Male,169,50,33.4,2615,Weight Training,58,5,9,Increase Flexibility,Excellent (90%-100%),Stressed,Low (<2L)
4381,User_4381,56+ (Seniors),65,Female,169,54,19.2,2409,Yoga,59,3,10,Weight Loss,Excellent (90%-100%),Unmotivated,High (>3L)
9308,User_9308,26-35 (Adults),34,Non-binary,175,46,26.7,1865,Walking,38,7,9,Increase Flexibility,Poor (0%-29%),Energized,Moderate (2L-3L)
9237,User_9237,56+ (Seniors),63,Non-binary,175,92,35.8,2942,Yoga,90,7,6,Muscle Gain,Excellent (90%-100%),Relaxed,Low (<2L)
2104,User_2104,56+ (Seniors),65,Female,164,98,10.5,1873,Cycling,74,5,9,Increase Flexibility,Average (50%-69%),Confident,High (>3L)
1798,User_1798,46-55 (Older Adults),54,Non-binary,150,113,38.0,2720,Walking,75,7,7,Maintain Weight,Average (50%-69%),Tired,Low (<2L)
4551,User_4551,36-45 (Mid-Aged Adults),37,Male,182,82,19.0,1815,Pilates,48,5,8,Weight Loss,Good (70%-89%),Focused,Moderate (2L-3L)
8747,User_8747,18-25 (Young Adults),20,Female,183,72,31.5,1810,Crossfit,47,4,8,Increase Flexibility,Excellent (90%-100%),Unmotivated,Low (<2L)
9663,User_9663,56+ (Seniors),63,Female,155,79,18.3,2849,Running,85,7,9,Maintain Weight,Needs Improvement (30%-49%),Relaxed,High (>3L)
9792,User_9792,46-55 (Older Adults),50,Non-binary,159,77,17.8,3475,Zumba,23,5,7,Muscle Gain,Good (70%-89%),Focused,Low (<2L)
9866,User_9866,56+ (Seniors),62,Non-binary,168,97,34.7,2689,Weight Training,64,3,8,Maintain Weight,Needs Improvement (30%-49%),Motivated,Low (<2L)
9368,User_9368,56+ (Seniors),64,Non-binary,167,71,17.6,3148,Cycling,46,6,10,Increase Flexibility,Average (50%-69%),Relaxed,Low (<2L)
9414,User_9414,46-55 (Older Adults),46,Non-binary,155,61,30.0,2385,Zumba,25,7,10,Weight Loss,Good (70%-89%),Motivated,High (>3L)
5753,User_5753,26-35 (Adults),32,Female,166,91,17.2,1941,Running,59,3,10,Increase Flexibility,Average (50%-69%),Focused,Moderate (2L-3L)
6911,User_6911,56+ (Seniors),59,Female,168,114,29.2,2333,Weight Training,68,6,10,Muscle Gain,Excellent (90%-100%),Focused,Moderate (2L-3L)
5500,User_5500,36-45 (Mid-Aged Adults),42,Female,160,120,16.0,2476,Pilates,75,6,10,Maintain Weight,Average (50%-69%),Unmotivated,Low (<2L)
3354,User_3354,46-55 (Older Adults),49,Female,175,60,21.2,2073,Swimming,28,4,9,Increase Flexibility,Average (50%-69%),Confident,Moderate (2L-3L)
5167,User_5167,26-35 (Adults),34,Female,179,95,26.3,3217,Weight Training,31,6,6,Muscle Gain,Poor (0%-29%),Bored,High (>3L)
8712,User_8712,18-25 (Young Adults),23,Female,162,114,17.1,3096,Swimming,69,3,6,Maintain Weight,Average (50%-69%),Focused,High (>3L)
5307,User_5307,56+ (Seniors),56,Female,162,71,11.1,3270,Crossfit,76,4,9,Increase Flexibility,Needs Improvement (30%-49%),Energized,Moderate (2L-3L)
3749,User_3749,26-35 (Adults),28,Non-binary,163,76,33.0,2498,Crossfit,90,4,10,Muscle Gain,Poor (0%-29%),Bored,Low (<2L)
6131,User_6131,26-35 (Adults),34,Female,190,58,18.5,1807,Zumba,52,7,10,Weight Loss,Poor (0%-29%),Happy,Low (<2L)
7083,User_7083,26-35 (Adults),29,Female,155,120,16.5,1913,Pilates,27,3,9,Weight Loss,Good (70%-89%),Happy,Low (<2L)
9378,User_9378,56+ (Seniors),61,Female,171,92,24.1,3186,HIIT,28,5,9,Muscle Gain,Good (70%-89%),Relaxed,Low (<2L)
8722,User_8722,56+ (Seniors),60,Male,178,48,30.1,2036,Pilates,55,7,7,Weight Loss,Needs Improvement (30%-49%),Bored,High (>3L)
8620,User_8620,26-35 (Adults),32,Non-binary,160,49,11.3,2712,Yoga,74,6,6,Weight Loss,Excellent (90%-100%),Bored,High (>3L)
1164,User_1164,26-35 (Adults),26,Male,151,93,16.2,2894,HIIT,39,4,10,Increase Flexibility,Poor (0%-29%),Happy,Moderate (2L-3L)
1874,User_1874,36-45 (Mid-Aged Adults),36,Female,173,81,29.8,2552,Walking,67,7,7,Weight Loss,Good (70%-89%),Relaxed,High (>3L)
2974,User_2974,46-55 (Older Adults),53,Male,169,73,14.2,2534,Walking,28,5,7,Increase Flexibility,Average (50%-69%),Focused,Low (<2L)
9774,User_9774,26-35 (Adults),28,Non-binary,164,53,19.5,2433,Weight Training,76,6,8,Maintain Weight,Excellent (90%-100%),Stressed,High (>3L)
4501,User_4501,46-55 (Older Adults),53,Male,189,63,28.9,2527,HIIT,68,6,9,Weight Loss,Average (50%-69%),Unmotivated,Low (<2L)
6715,User_6715,36-45 (Mid-Aged Adults),44,Female,184,62,40.0,2949,Walking,51,6,10,Weight Loss,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
5228,User_5228,26-35 (Adults),28,Non-binary,170,116,31.1,2855,Yoga,36,4,6,Increase Flexibility,Excellent (90%-100%),Confident,Low (<2L)
3013,User_3013,56+ (Seniors),65,Non-binary,163,68,35.4,2174,Pilates,87,4,6,Maintain Weight,Average (50%-69%),Energized,Low (<2L)
6763,User_6763,18-25 (Young Adults),20,Non-binary,151,74,38.1,2796,Pilates,52,4,7,Increase Flexibility,Poor (0%-29%),Bored,High (>3L)
2136,User_2136,18-25 (Young Adults),21,Non-binary,167,57,26.8,2952,Running,28,7,9,Muscle Gain,Excellent (90%-100%),Tired,Moderate (2L-3L)
3925,User_3925,56+ (Seniors),65,Female,190,45,14.2,2135,Running,47,3,7,Muscle Gain,Needs Improvement (30%-49%),Happy,High (>3L)
8452,User_8452,26-35 (Adults),30,Male,157,79,38.8,1924,Zumba,28,4,10,Increase Flexibility,Poor (0%-29%),Tired,High (>3L)
3250,User_3250,56+ (Seniors),56,Non-binary,164,73,19.8,1960,Swimming,49,6,10,Weight Loss,Average (50%-69%),Confident,Moderate (2L-3L)
9207,User_9207,26-35 (Adults),30,Female,187,99,36.0,3131,Pilates,52,7,6,Muscle Gain,Poor (0%-29%),Motivated,High (>3L)
5174,User_5174,36-45 (Mid-Aged Adults),45,Female,163,108,15.7,2098,Cycling,25,4,10,Weight Loss,Poor (0%-29%),Tired,Moderate (2L-3L)
1364,User_1364,26-35 (Adults),30,Male,187,74,39.8,1821,Crossfit,33,4,9,Maintain Weight,Excellent (90%-100%),Unmotivated,Moderate (2L-3L)
7464,User_7464,36-45 (Mid-Aged Adults),41,Male,152,74,25.4,2059,HIIT,66,4,9,Weight Loss,Good (70%-89%),Relaxed,High (>3L)
9171,User_9171,56+ (Seniors),62,Female,171,73,16.0,2297,Pilates,74,7,9,Weight Loss,Excellent (90%-100%),Unmotivated,Low (<2L)
6935,User_6935,36-45 (Mid-Aged Adults),43,Non-binary,177,86,34.5,2057,Walking,83,5,9,Muscle Gain,Needs Improvement (30%-49%),Confident,High (>3L)
1518,User_1518,56+ (Seniors),65,Non-binary,190,49,24.1,2877,Walking,34,4,9,Increase Flexibility,Good (70%-89%),Tired,High (>3L)
5874,User_5874,36-45 (Mid-Aged Adults),44,Non-binary,174,55,11.9,3098,Weight Training,77,7,7,Weight Loss,Excellent (90%-100%),Tired,Low (<2L)
9231,User_9231,56+ (Seniors),59,Male,151,113,35.5,2621,Running,73,6,10,Weight Loss,Average (50%-69%),Tired,Moderate (2L-3L)
1687,User_1687,56+ (Seniors),56,Non-binary,150,88,33.6,2445,Walking,48,4,10,Maintain Weight,Poor (0%-29%),Focused,High (>3L)
5104,User_5104,26-35 (Adults),33,Non-binary,176,72,15.1,2358,Walking,79,7,9,Muscle Gain,Excellent (90%-100%),Motivated,High (>3L)
8012,User_8012,56+ (Seniors),57,Female,169,102,32.8,3366,Walking,31,5,7,Increase Flexibility,Needs Improvement (30%-49%),Happy,Low (<2L)
1847,User_1847,18-25 (Young Adults),23,Non-binary,160,54,12.5,2601,Weight Training,77,3,8,Increase Flexibility,Average (50%-69%),Bored,Low (<2L)
2074,User_2074,56+ (Seniors),64,Female,172,71,29.5,2314,Yoga,70,6,6,Muscle Gain,Poor (0%-29%),Bored,High (>3L)
3495,User_3495,18-25 (Young Adults),25,Female,164,108,34.8,3035,Yoga,62,4,8,Increase Flexibility,Poor (0%-29%),Tired,Moderate (2L-3L)
7044,User_7044,26-35 (Adults),32,Male,181,52,33.9,2429,Yoga,30,6,7,Increase Flexibility,Excellent (90%-100%),Tired,High (>3L)
4232,User_4232,36-45 (Mid-Aged Adults),36,Female,162,100,39.1,2118,Zumba,25,7,8,Maintain Weight,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
3462,User_3462,18-25 (Young Adults),21,Male,170,108,35.8,1929,HIIT,29,3,6,Muscle Gain,Average (50%-69%),Bored,Low (<2L)
5297,User_5297,26-35 (Adults),30,Non-binary,160,89,15.6,3426,Swimming,83,5,8,Weight Loss,Poor (0%-29%),Bored,Low (<2L)
8580,User_8580,18-25 (Young Adults),19,Male,183,45,25.0,2709,HIIT,38,3,9,Maintain Weight,Good (70%-89%),Energized,Low (<2L)
9134,User_9134,56+ (Seniors),58,Male,168,115,21.2,2571,Walking,36,6,8,Increase Flexibility,Good (70%-89%),Relaxed,Low (<2L)
3922,User_3922,56+ (Seniors),59,Male,190,92,14.7,3363,Running,32,3,6,Increase Flexibility,Good (70%-89%),Tired,High (>3L)
2128,User_2128,46-55 (Older Adults),47,Non-binary,167,73,40.0,3143,Pilates,38,5,10,Maintain Weight,Average (50%-69%),Energized,Low (<2L)
2123,User_2123,56+ (Seniors),58,Male,161,53,29.7,2077,Zumba,63,4,6,Weight Loss,Excellent (90%-100%),Energized,Low (<2L)
3598,User_3598,26-35 (Adults),33,Non-binary,169,116,30.9,2425,Yoga,88,3,10,Maintain Weight,Average (50%-69%),Focused,Low (<2L)
8785,User_8785,46-55 (Older Adults),47,Male,152,58,25.7,2936,HIIT,46,7,9,Increase Flexibility,Excellent (90%-100%),Happy,Low (<2L)
7398,User_7398,36-45 (Mid-Aged Adults),39,Male,165,68,32.8,2367,Swimming,36,4,7,Increase Flexibility,Average (50%-69%),Motivated,Moderate (2L-3L)
4706,User_4706,18-25 (Young Adults),21,Male,184,81,37.3,2035,Swimming,48,7,7,Maintain Weight,Needs Improvement (30%-49%),Relaxed,High (>3L)
2919,User_2919,46-55 (Older Adults),48,Female,151,111,14.4,3419,Pilates,40,7,9,Muscle Gain,Average (50%-69%),Motivated,Moderate (2L-3L)
6800,User_6800,56+ (Seniors),65,Female,150,57,36.5,2174,HIIT,51,6,9,Weight Loss,Excellent (90%-100%),Energized,High (>3L)
9380,User_9380,56+ (Seniors),59,Female,154,106,35.5,2321,HIIT,50,5,9,Muscle Gain,Poor (0%-29%),Unmotivated,High (>3L)
9364,User_9364,46-55 (Older Adults),53,Female,187,81,23.8,1806,Pilates,33,6,9,Maintain Weight,Excellent (90%-100%),Bored,Low (<2L)
1538,User_1538,56+ (Seniors),62,Female,178,62,30.7,2242,Swimming,70,5,9,Increase Flexibility,Good (70%-89%),Happy,Moderate (2L-3L)
1580,User_1580,36-45 (Mid-Aged Adults),39,Female,165,49,20.1,1836,Yoga,47,7,10,Weight Loss,Poor (0%-29%),Unmotivated,Moderate (2L-3L)
3771,User_3771,46-55 (Older Adults),47,Female,164,65,37.6,3343,Zumba,88,4,8,Maintain Weight,Good (70%-89%),Happy,Moderate (2L-3L)
8637,User_8637,26-35 (Adults),35,Non-binary,158,100,24.4,2124,Yoga,32,4,10,Muscle Gain,Poor (0%-29%),Stressed,High (>3L)
2677,User_2677,18-25 (Young Adults),19,Male,189,107,38.7,2045,Zumba,67,5,10,Muscle Gain,Good (70%-89%),Stressed,High (>3L)
4781,User_4781,46-55 (Older Adults),46,Non-binary,185,72,24.5,2932,Cycling,77,6,7,Muscle Gain,Excellent (90%-100%),Happy,Moderate (2L-3L)
8680,User_8680,56+ (Seniors),64,Male,174,89,31.0,2805,Running,28,7,8,Maintain Weight,Poor (0%-29%),Motivated,Low (<2L)
8950,User_8950,26-35 (Adults),32,Female,190,83,23.2,2131,Weight Training,27,3,10,Weight Loss,Good (70%-89%),Stressed,Moderate (2L-3L)
6421,User_6421,18-25 (Young Adults),24,Male,151,82,37.6,2087,Weight Training,39,4,7,Muscle Gain,Good (70%-89%),Energized,Moderate (2L-3L)
2694,User_2694,18-25 (Young Adults),22,Female,155,112,28.2,1802,Swimming,82,6,6,Muscle Gain,Excellent (90%-100%),Bored,High (>3L)
5086,User_5086,36-45 (Mid-Aged Adults),44,Non-binary,189,56,10.7,2683,Pilates,66,4,10,Maintain Weight,Needs Improvement (30%-49%),Bored,High (>3L)
1599,User_1599,56+ (Seniors),65,Non-binary,163,94,39.1,1911,Running,83,4,8,Muscle Gain,Average (50%-69%),Tired,Moderate (2L-3L)
7807,User_7807,36-45 (Mid-Aged Adults),39,Male,182,66,28.4,2473,Cycling,66,3,10,Weight Loss,Poor (0%-29%),Confident,Low (<2L)
1841,User_1841,18-25 (Young Adults),18,Non-binary,150,61,29.5,3237,Swimming,72,7,7,Increase Flexibility,Average (50%-69%),Stressed,Low (<2L)
4813,User_4813,46-55 (Older Adults),49,Non-binary,155,79,34.6,1906,Yoga,64,6,7,Increase Flexibility,Needs Improvement (30%-49%),Confident,High (>3L)
5965,User_5965,46-55 (Older Adults),55,Female,174,77,27.4,1936,Running,43,7,7,Increase Flexibility,Average (50%-69%),Relaxed,Moderate (2L-3L)
3222,User_3222,26-35 (Adults),34,Non-binary,159,82,35.8,2109,Weight Training,63,6,7,Weight Loss,Average (50%-69%),Tired,Moderate (2L-3L)
5379,User_5379,18-25 (Young Adults),23,Female,159,76,29.9,2252,Pilates,49,3,7,Muscle Gain,Excellent (90%-100%),Tired,Low (<2L)
4039,User_4039,56+ (Seniors),58,Female,178,46,11.6,2574,Swimming,24,6,9,Muscle Gain,Average (50%-69%),Tired,Moderate (2L-3L)
7810,User_7810,56+ (Seniors),63,Female,160,84,14.0,2229,Zumba,59,3,9,Weight Loss,Excellent (90%-100%),Unmotivated,Low (<2L)
7659,User_7659,36-45 (Mid-Aged Adults),38,Non-binary,173,86,23.9,2815,Swimming,45,3,6,Muscle Gain,Poor (0%-29%),Bored,High (>3L)
3841,User_3841,56+ (Seniors),60,Non-binary,185,48,33.1,3125,Cycling,36,4,7,Increase Flexibility,Good (70%-89%),Unmotivated,Low (<2L)
2855,User_2855,56+ (Seniors),62,Female,185,110,25.9,2369,Zumba,60,3,7,Weight Loss,Needs Improvement (30%-49%),Tired,Low (<2L)
8242,User_8242,36-45 (Mid-Aged Adults),38,Male,176,85,38.7,1974,Cycling,64,6,9,Increase Flexibility,Good (70%-89%),Unmotivated,High (>3L)
3205,User_3205,46-55 (Older Adults),55,Female,190,75,33.5,1989,Running,53,7,9,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
1634,User_1634,46-55 (Older Adults),50,Non-binary,182,109,26.4,2897,Cycling,60,7,9,Weight Loss,Average (50%-69%),Unmotivated,High (>3L)
9496,User_9496,56+ (Seniors),58,Male,168,117,16.8,2588,Yoga,69,5,10,Muscle Gain,Poor (0%-29%),Confident,Low (<2L)
9889,User_9889,46-55 (Older Adults),50,Male,187,88,25.2,2794,Walking,89,5,6,Muscle Gain,Needs Improvement (30%-49%),Bored,Low (<2L)
6637,User_6637,46-55 (Older Adults),46,Female,155,50,36.4,1938,Walking,69,3,6,Weight Loss,Good (70%-89%),Focused,High (>3L)
2109,User_2109,56+ (Seniors),62,Male,167,74,25.9,3454,HIIT,26,6,9,Weight Loss,Good (70%-89%),Energized,Low (<2L)
8243,User_8243,46-55 (Older Adults),54,Female,153,110,29.7,3092,Crossfit,65,7,9,Increase Flexibility,Average (50%-69%),Focused,High (>3L)
7039,User_7039,18-25 (Young Adults),18,Non-binary,190,91,20.7,2666,Zumba,75,6,6,Increase Flexibility,Excellent (90%-100%),Energized,Low (<2L)
3192,User_3192,26-35 (Adults),31,Non-binary,168,46,24.0,2418,HIIT,72,5,8,Muscle Gain,Average (50%-69%),Happy,Moderate (2L-3L)
3710,User_3710,36-45 (Mid-Aged Adults),36,Non-binary,154,45,39.9,1920,Zumba,26,7,8,Weight Loss,Good (70%-89%),Tired,Low (<2L)
7147,User_7147,18-25 (Young Adults),22,Non-binary,169,77,14.2,2008,Crossfit,43,5,7,Increase Flexibility,Needs Improvement (30%-49%),Energized,Low (<2L)
3538,User_3538,18-25 (Young Adults),23,Male,172,51,31.9,3450,Running,88,7,6,Increase Flexibility,Poor (0%-29%),Stressed,High (>3L)
1685,User_1685,26-35 (Adults),29,Male,173,107,32.6,2198,Swimming,72,4,10,Weight Loss,Average (50%-69%),Unmotivated,High (>3L)
9852,User_9852,36-45 (Mid-Aged Adults),36,Female,168,46,10.4,3199,Swimming,58,6,8,Maintain Weight,Good (70%-89%),Unmotivated,High (>3L)
6310,User_6310,46-55 (Older Adults),53,Male,164,78,32.2,2622,Crossfit,50,6,7,Weight Loss,Poor (0%-29%),Confident,Moderate (2L-3L)
2215,User_2215,18-25 (Young Adults),23,Non-binary,151,110,24.8,2194,Yoga,44,3,6,Maintain Weight,Needs Improvement (30%-49%),Energized,Low (<2L)
5702,User_5702,18-25 (Young Adults),22,Male,181,57,37.8,2538,Crossfit,75,3,7,Muscle Gain,Excellent (90%-100%),Energized,Moderate (2L-3L)
8617,User_8617,56+ (Seniors),56,Male,154,86,15.3,2035,Yoga,35,5,7,Weight Loss,Poor (0%-29%),Energized,Moderate (2L-3L)
3498,User_3498,56+ (Seniors),58,Non-binary,179,111,30.3,2623,Zumba,66,3,8,Increase Flexibility,Excellent (90%-100%),Tired,Moderate (2L-3L)
2491,User_2491,26-35 (Adults),29,Female,164,84,13.2,2622,Crossfit,75,4,10,Maintain Weight,Poor (0%-29%),Focused,Moderate (2L-3L)
5587,User_5587,36-45 (Mid-Aged Adults),43,Female,159,84,21.6,1842,Cycling,61,7,10,Maintain Weight,Poor (0%-29%),Stressed,High (>3L)
