Post Content,Followers,User Bio,Age,Location,Hashtags,Engagement,Sentiment
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,['#selfcare'],1072,0
"No matter what I do, nothing seems to work out.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#tech'],263,0
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#blessed', '#lifeisgood', '#workout']",362,0
"No matter what I do, nothing seems to work out.",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#travel', '#food', '#books']",1055,0
Nothing beats the feeling of accomplishing your goals!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#newbeginnings', '#travel']",1181,1
It's a regular Monday.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#weekend'],303,2
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#books', '#lifeisgood', '#motivation']",1210,1
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#love', '#life', '#tech']",355,2
Nothing beats the feeling of accomplishing your goals!,703,Just another social media user.,34,New York,['#travel'],772,1
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,['#weekend'],1066,1
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#travel', '#motivation', '#life']",331,0
I can't shake this feeling of failure. I feel stuck.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#fitness', '#food']",1130,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#food'],811,0
Spent the afternoon doing some reading. A pretty chill day.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#dreams']",635,2
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#hate', '#life', '#tech']",989,0
This has been the worst week ever. I need a break!,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#selfcare']",284,0
"No matter what I do, nothing seems to work out.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#hate', '#inspiration']",759,0
Just got my dream job! Feeling on top of the world!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#life', '#fitness', '#grateful', '#motivation']",790,1
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#tech', '#selfcare']",1053,1
I can't shake this feeling of failure. I feel stuck.,33142,Lifestyle guru and content creator.,30,London,"['#selfcare', '#life', '#inspiration', '#dreams']",768,0
I can't believe how bad today was. Everything went wrong.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#lifeisgood']",806,0
I can't believe how bad today was. Everything went wrong.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#food', '#motivation', '#weekend', '#life']",174,0
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#food', '#blessed']",725,2
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#grateful'],998,1
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#tech', '#workout', '#life']",1400,1
Just finished a long day at work. Time to relax.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#blessed'],698,2
Nothing beats the feeling of accomplishing your goals!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#travel'],705,1
Started a new project today. Let's see how it goes.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#blessed']",736,2
I can't shake this feeling of failure. I feel stuck.,33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#grateful']",531,0
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#fitness', '#blessed', '#inspiration', '#tech']",490,0
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,"['#positivity', '#inspiration']",707,0
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#love', '#motivation', '#grateful', '#travel']",1040,1
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#selfcare', '#blessed']",1027,2
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#blessed', '#love']",1180,1
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#life', '#dreams']",944,2
I can't shake this feeling of failure. I feel stuck.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#life', '#books']",715,0
Nothing beats the feeling of accomplishing your goals!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#life'],849,1
It's a regular Monday.,703,Just another social media user.,34,New York,"['#books', '#tech', '#selfcare', '#food']",433,2
Started a new project today. Let's see how it goes.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#love', '#travel']",659,2
Nothing beats the feeling of accomplishing your goals!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#blessed', '#fitness', '#love']",677,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,['#blessed'],1027,0
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#lifeisgood']",863,1
So excited about my new adventure in life!,33142,Lifestyle guru and content creator.,30,London,"['#tech', '#workout', '#dreams']",1148,1
I can't believe how far I've come. So grateful!,33142,Lifestyle guru and content creator.,30,London,"['#lifeisgood', '#dreams']",629,1
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,"['#travel', '#grateful']",1099,1
I can't shake this feeling of failure. I feel stuck.,33142,Lifestyle guru and content creator.,30,London,"['#blessed', '#weekend', '#travel']",626,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#life', '#adventure', '#travel']",455,0
I can't shake this feeling of failure. I feel stuck.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#tech']",1042,0
Catch me at the gym later today.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#selfcare', '#travel', '#fitness']",356,2
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#grateful', '#life', '#love']",932,1
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,['#blessed'],893,1
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,"['#life', '#weekend']",372,2
I can't believe how far I've come. So grateful!,33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#workout', '#inspiration']",538,1
Spent the afternoon doing some reading. A pretty chill day.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#grateful'],718,2
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#life', '#selfcare', '#hate']",776,0
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#weekend', '#positivity']",350,1
Just finished a long day at work. Time to relax.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#newbeginnings'],759,2
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,['#food'],1253,1
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#blessed', '#life', '#motivation']",993,2
I can't believe how bad today was. Everything went wrong.,33142,Lifestyle guru and content creator.,30,London,"['#travel', '#weekend', '#lifeisgood', '#dreams']",1098,0
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,"['#newbeginnings', '#love', '#food', '#travel']",944,0
Life is so beautiful right now!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#life', '#hate', '#books']",1078,1
Today was amazing! I’m so grateful for everything.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#lifeisgood', '#weekend']",1157,1
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#workout', '#motivation', '#positivity', '#selfcare']",484,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#hate']",913,0
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#lifeisgood'],999,1
"No matter what I do, nothing seems to work out.",703,Just another social media user.,34,New York,"['#positivity', '#food', '#dreams', '#motivation']",1002,0
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#tech', '#motivation', '#weekend']",455,0
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#weekend'],460,0
Just got my dream job! Feeling on top of the world!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#blessed'],1115,1
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,['#weekend'],1175,1
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#food'],1436,1
I just took a walk in the park. Feeling good.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#selfcare', '#weekend']",291,2
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#love']",958,1
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#workout'],156,2
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#grateful', '#travel']",718,1
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,"['#food', '#tech']",1467,1
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,"['#dreams', '#weekend', '#hate']",930,2
I can't believe how bad today was. Everything went wrong.,33142,Lifestyle guru and content creator.,30,London,"['#books', '#adventure', '#dreams', '#travel']",690,0
Nothing beats the feeling of accomplishing your goals!,703,Just another social media user.,34,New York,['#love'],1072,1
Went to a coffee shop today. The vibe was nice.,33142,Lifestyle guru and content creator.,30,London,"['#adventure', '#newbeginnings', '#dreams']",758,2
"So proud of my progress, everything is falling into place!",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#adventure']",825,1
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#lifeisgood', '#newbeginnings', '#blessed']",512,0
Here's a picture of my new lunch. #yum,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#lifeisgood']",1042,2
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,"['#positivity', '#love', '#hate']",430,0
